name,ward,lat,lng,zone,railway_stations,metro_stations,bus_stops,colleges,schools,offices,malls,hospitals,parking_lots,tourist_spots,existing_cafes,existing_restaurants,existing_gyms,restaurant_count,restaurant_rating,restaurant_viability,restaurant_viability_norm,cafe_count,cafe_rating,cafe_viability,cafe_viability_norm,gym_count,gym_rating,gym_viability,gym_viability_norm,pharmacy_count,pharmacy_rating,pharmacy_viability,pharmacy_viability_norm,beauty_salon_count,beauty_salon_rating,beauty_salon_viability,beauty_salon_viability_norm,store_count,store_rating,store_viability,store_viability_norm,school_count,school_rating,school_viability,school_viability_norm,lodging_count,lodging_rating,lodging_viability,lodging_viability_norm,bar_count,bar_rating,bar_viability,bar_viability_norm,night_club_count,night_club_rating,night_club_viability,night_club_viability_norm,reckoner_rate,est_rent_sqft,rent_tier,overall_footfall,morning_footfall,afternoon_footfall,evening_footfall,office_hr_footfall,weekend_footfall,norm_offices,norm_colleges,norm_rent,cluster_id,cluster_label,restaurant_saturation,cafe_saturation,gym_saturation,pharmacy_saturation,beauty_salon_saturation,store_saturation,school_saturation,lodging_saturation,bar_saturation,night_club_saturation,footfall_multiplier,restaurant_est_revenue_lakhs,restaurant_est_rent_cost_lakhs,restaurant_est_roi_pct,cafe_est_revenue_lakhs,cafe_est_rent_cost_lakhs,cafe_est_roi_pct,gym_est_revenue_lakhs,gym_est_rent_cost_lakhs,gym_est_roi_pct,pharmacy_est_revenue_lakhs,pharmacy_est_rent_cost_lakhs,pharmacy_est_roi_pct,beauty_salon_est_revenue_lakhs,beauty_salon_est_rent_cost_lakhs,beauty_salon_est_roi_pct,store_est_revenue_lakhs,store_est_rent_cost_lakhs,store_est_roi_pct,school_est_revenue_lakhs,school_est_rent_cost_lakhs,school_est_roi_pct,lodging_est_revenue_lakhs,lodging_est_rent_cost_lakhs,lodging_est_roi_pct,bar_est_revenue_lakhs,bar_est_rent_cost_lakhs,bar_est_roi_pct,night_club_est_revenue_lakhs,night_club_est_rent_cost_lakhs,night_club_est_roi_pct,restaurant_market_tag,cafe_market_tag,gym_market_tag,pharmacy_market_tag,beauty_salon_market_tag,store_market_tag,school_market_tag,lodging_market_tag,bar_market_tag,night_club_market_tag,restaurant_expected_count,restaurant_gap,cafe_expected_count,cafe_gap,gym_expected_count,gym_gap,pharmacy_expected_count,pharmacy_gap,beauty_salon_expected_count,beauty_salon_gap,store_expected_count,store_gap,school_expected_count,school_gap,lodging_expected_count,lodging_gap,bar_expected_count,bar_gap,night_club_expected_count,night_club_gap
Byculla,F/S,18.9716,72.8374,South Mumbai,6,0,16,4,22,4,6,28,0,96,0,0,0,31,4.3,461.98,40.7,24,4.5,347.64,73.4,4,4.1,26.39,13.5,34,4.3,519.79,84.0,22,4.7,324.21,97.9,90,3.6,1461.52,84.1,1,4.0,2.77,1.9,10,4.0,95.92,49.1,1,4.7,3.26,2.3,3,4.8,19.96,64.6,42000,210.0,premium,15.8,8.5,18.2,20.4,9.9,23.6,4.25531914893617,11.11111111111111,56.00000000000001,1,Mixed-Use Locality,1.845,1.429,0.238,2.024,1.31,5.357,0.06,0.595,0.06,0.179,0.7536115569823435,1.84,1.68,9.5,1.94,1.05,84.8,0.25,3.15,-92.1,2.53,0.63,301.6,1.48,0.84,76.2,3.49,1.26,177.0,0.11,4.2,-97.4,2.59,6.3,-58.9,0.09,1.47,-93.9,3.16,2.52,25.4,Growing,Growing,Low Demand,Growing,Growing,Growing,Low Demand,Growing,Low Demand,Growing,27.1,-3.9,8.1,-15.9,8.8,4.8,19.1,-14.9,11.8,-10.2,46.0,-44.0,5.1,4.1,5.8,-4.2,6.8,5.8,1.6,-1.4
Jacob Circle,F/S,18.9757,72.8399,South Mumbai,4,0,10,4,14,6,2,24,0,76,0,0,0,42,4.5,710.87,62.6,6,3.6,42.03,8.9,13,4.4,150.95,77.2,34,3.8,459.35,74.2,10,4.1,98.31,29.7,31,4.7,504.96,29.1,4,4.0,25.75,17.4,3,3.8,15.8,8.1,12,4.3,132.35,91.5,3,3.7,15.39,49.8,45000,225.0,premium,10.9,7.7,11.3,12.5,8.1,13.9,6.382978723404255,11.11111111111111,60.0,1,Mixed-Use Locality,3.529,0.504,1.092,2.857,0.84,2.605,0.336,0.252,1.008,0.252,0.6749598715890851,2.54,1.8,41.1,0.21,1.12,-81.2,1.3,3.38,-61.5,2.0,0.68,194.1,0.4,0.9,-55.6,1.08,1.35,-20.0,0.94,4.5,-79.1,0.38,6.75,-94.4,3.09,1.58,95.6,2.18,2.7,-19.3,Growing,Low Demand,Growing,Growing,Growing,Low Demand,Low Demand,Low Demand,Growing,Growing,27.0,-15.0,12.9,6.9,8.2,-4.8,22.5,-11.5,13.8,3.8,57.6,26.6,7.1,3.1,6.1,3.1,6.1,-5.9,2.1,-0.9
Worli,G/S,19.0074,72.8175,South Mumbai,2,6,14,6,14,4,10,14,2,48,0,0,0,13,4.2,144.09,12.7,13,4.7,161.25,34.0,9,4.5,93.25,47.7,33,3.7,430.57,69.5,19,3.8,216.29,65.3,88,4.4,1738.0,100.0,4,4.8,30.9,20.9,13,4.2,144.09,73.7,9,4.3,89.11,61.6,3,4.2,17.47,56.5,65000,325.0,luxury,15.4,9.6,21.6,21.8,9.5,27.5,4.25531914893617,16.666666666666664,86.66666666666667,0,Corporate Hub,0.793,0.793,0.549,2.012,1.159,5.366,0.244,0.793,0.549,0.183,0.7471910112359551,0.57,2.6,-78.1,0.89,1.62,-45.1,0.89,4.88,-81.8,2.08,0.98,112.2,0.98,1.3,-24.6,4.11,1.95,110.8,1.25,6.5,-80.8,3.85,9.75,-60.5,2.3,2.28,0.9,2.74,3.9,-29.7,Low Demand,Growing,Growing,Growing,Growing,Growing,Growing,Growing,Growing,Growing,37.2,24.2,16.8,3.8,7.2,-1.8,27.5,-5.5,14.4,-4.6,46.6,-41.4,4.1,0.1,9.5,-3.5,9.5,0.5,2.4,-0.6
Dadar (East),G/N,19.0176,72.8472,Central Mumbai,8,0,50,36,42,10,12,56,0,68,2,6,2,12,4.3,132.35,11.7,14,4.7,178.19,37.6,6,3.6,42.03,21.5,6,3.7,43.2,7.0,12,4.4,135.43,40.9,54,4.0,865.58,49.8,6,3.9,45.53,30.8,5,3.9,34.94,17.9,2,3.5,7.69,5.3,0,0.0,0.0,0.0,45000,225.0,premium,33.7,36.0,36.3,28.2,27.1,50.1,10.638297872340424,100.0,60.0,4,Commercial Market,0.346,0.403,0.173,0.173,0.346,1.556,0.173,0.144,0.058,0.0,1.0409309791332264,0.73,1.8,-59.4,1.37,1.12,22.3,0.56,3.38,-83.4,0.29,0.68,-57.4,0.85,0.9,-5.6,2.85,1.35,111.1,2.56,4.5,-43.1,1.3,6.75,-80.7,0.28,1.58,-82.3,0.0,2.7,-100.0,Low Demand,Blue Ocean,Blue Ocean,Low Demand,Blue Ocean,Blue Ocean,Blue Ocean,Blue Ocean,Low Demand,Low Demand,30.9,18.9,12.5,-1.5,6.9,0.9,16.6,10.6,12.2,0.2,43.5,-10.5,5.9,-0.1,9.0,4.0,4.0,2.0,0.6,0.6
Dadar (West),G/N,19.019,72.8421,Central Mumbai,6,6,40,32,42,12,12,72,0,74,2,12,2,35,4.3,539.32,47.5,20,4.0,243.56,51.4,7,3.5,50.95,26.1,23,4.4,321.62,51.9,5,4.3,38.52,11.6,57,3.8,879.49,50.6,7,4.1,59.68,40.4,9,4.8,99.47,50.9,5,3.8,34.04,23.5,2,4.5,9.89,32.0,48000,240.0,premium,34.3,33.6,36.2,29.5,25.1,48.5,12.76595744680851,88.88888888888889,64.0,4,Commercial Market,0.992,0.567,0.198,0.652,0.142,1.615,0.198,0.255,0.142,0.057,1.050561797752809,2.99,1.92,55.7,1.89,1.2,57.5,0.69,3.6,-80.8,2.18,0.72,202.8,0.24,0.96,-75.0,2.92,1.44,102.8,3.4,4.8,-29.2,3.74,7.2,-48.1,1.23,1.68,-26.8,2.19,2.88,-24.0,Growing,Growing,Blue Ocean,Blue Ocean,Low Demand,Blue Ocean,Blue Ocean,Growing,Growing,Growing,29.0,-6.0,11.6,-8.4,5.2,-1.8,12.6,-10.4,11.8,6.8,41.4,-15.6,6.5,-0.5,7.9,-1.1,2.6,-2.4,0.2,-1.8
Mahim,G/N,19.0365,72.8395,Central Mumbai,4,6,22,12,26,4,10,38,0,64,2,12,2,15,4.3,178.83,15.8,5,3.5,31.36,6.6,6,4.5,52.54,26.9,12,3.6,110.81,17.9,10,4.7,112.7,34.0,13,4.3,147.52,8.5,7,4.6,66.96,45.3,8,4.2,73.83,37.8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,42000,210.0,premium,21.0,15.0,24.4,23.6,13.2,32.5,4.25531914893617,33.33333333333333,56.00000000000001,0,Corporate Hub,0.682,0.227,0.273,0.545,0.455,0.591,0.318,0.364,0.0,0.0,0.8370786516853932,0.79,1.68,-53.0,0.19,1.05,-81.9,0.56,3.15,-82.2,0.6,0.63,-4.8,0.57,0.84,-32.1,0.39,1.26,-69.0,3.03,4.2,-27.9,2.21,6.3,-64.9,0.0,1.47,-100.0,0.0,2.52,-100.0,Low Demand,Low Demand,Growing,Low Demand,Blue Ocean,Low Demand,Growing,Growing,Low Demand,Low Demand,34.2,19.2,13.5,8.5,9.5,3.5,21.8,9.8,10.4,0.4,64.2,51.2,7.0,0.0,5.6,-2.4,5.2,5.2,1.4,1.4
Matunga,G/S,19.0234,72.8596,Central Mumbai,8,0,2,34,44,18,10,34,0,34,2,2,0,15,3.8,158.04,13.9,5,4.3,38.52,8.1,3,4.1,17.05,8.7,7,3.7,53.86,8.7,7,3.7,53.86,16.3,58,4.1,969.64,55.8,4,3.9,25.11,17.0,8,4.6,80.86,41.4,2,3.5,7.69,5.3,1,4.5,3.12,10.1,46000,230.0,premium,33.5,28.7,32.9,23.3,12.2,41.6,19.148936170212767,94.44444444444444,61.33333333333333,4,Commercial Market,0.435,0.145,0.087,0.203,0.203,1.681,0.116,0.232,0.058,0.029,1.037720706260032,0.87,1.84,-52.7,0.29,1.15,-74.8,0.23,3.45,-93.3,0.36,0.69,-47.8,0.34,0.92,-63.0,3.18,1.38,130.4,1.41,4.6,-69.3,3.01,6.9,-56.4,0.27,1.61,-83.2,0.68,2.76,-75.4,Low Demand,Low Demand,Low Demand,Low Demand,Low Demand,Blue Ocean,Low Demand,Growing,Low Demand,Growing,34.8,19.8,14.5,9.5,6.0,3.0,17.4,10.4,9.0,2.0,45.1,-12.9,5.8,1.8,5.5,-2.5,3.8,1.8,1.4,0.4
Parel,G/S,18.9944,72.8416,Central Mumbai,8,0,0,2,8,2,8,32,0,84,0,0,0,31,4.4,472.73,41.6,10,4.2,100.71,21.3,4,3.6,23.18,11.9,9,4.1,84.97,13.7,7,3.9,56.77,17.1,52,4.2,867.11,49.9,6,4.5,52.54,35.6,0,0.0,0.0,0.0,5,4.1,36.73,25.4,1,3.9,2.7,8.7,40000,200.0,premium,12.4,3.8,19.3,22.0,2.9,25.1,2.127659574468085,5.555555555555555,53.333333333333336,1,Mixed-Use Locality,2.313,0.746,0.299,0.672,0.522,3.881,0.448,0.0,0.373,0.075,0.6990369181380418,1.74,1.6,8.7,0.52,1.0,-48.0,0.21,3.0,-93.0,0.38,0.6,-36.7,0.24,0.8,-70.0,1.92,1.2,60.0,1.99,4.0,-50.2,0.0,6.0,-100.0,0.89,1.4,-36.4,0.4,2.4,-83.3,Growing,Low Demand,Low Demand,Low Demand,Low Demand,Growing,Growing,Low Demand,Growing,Low Demand,29.1,-1.9,14.4,4.4,7.1,3.1,26.1,17.1,15.8,8.8,47.0,-5.0,3.8,-2.2,6.0,6.0,5.5,0.5,2.4,1.4
Lower Parel,G/S,18.9934,72.8285,Central Mumbai,10,6,18,2,20,54,10,18,0,104,0,8,0,8,4.3,75.58,6.7,9,4.6,95.33,20.1,1,4.5,3.12,1.6,7,4.2,61.14,9.9,15,3.7,153.88,46.5,31,4.0,429.75,24.7,7,4.5,65.5,44.3,1,4.1,2.84,1.5,2,3.7,8.13,5.6,1,4.1,2.84,9.2,55000,275.0,premium,32.9,31.3,40.3,38.8,39.5,31.0,57.44680851063831,5.555555555555555,73.33333333333333,0,Corporate Hub,0.236,0.265,0.029,0.206,0.442,0.914,0.206,0.029,0.059,0.029,1.0280898876404494,0.41,2.2,-81.4,0.72,1.38,-47.8,0.04,4.12,-99.0,0.41,0.82,-50.0,0.96,1.1,-12.7,1.4,1.65,-15.2,3.64,5.5,-33.8,0.11,8.25,-98.7,0.29,1.92,-84.9,0.61,3.3,-81.5,Low Demand,Low Demand,Low Demand,Low Demand,Blue Ocean,Low Demand,Blue Ocean,Low Demand,Low Demand,Low Demand,34.5,26.5,16.6,7.6,5.4,4.4,22.4,15.4,16.1,1.1,62.6,31.6,6.6,-0.4,7.6,6.6,6.0,4.0,1.9,0.9
Lalbaug,G/S,19.0017,72.8391,Central Mumbai,8,0,10,0,20,4,8,28,0,82,0,0,0,23,3.5,255.83,22.5,6,3.6,42.03,8.9,1,4.0,2.77,1.4,21,4.0,259.65,41.9,12,4.4,135.43,40.9,33,3.5,407.29,23.4,1,4.5,3.12,2.1,2,4.3,9.45,4.8,8,4.4,77.34,53.5,0,0.0,0.0,0.0,38000,190.0,premium,15.4,5.5,19.2,22.2,7.9,23.8,4.25531914893617,0.0,50.66666666666667,1,Mixed-Use Locality,1.402,0.366,0.061,1.28,0.732,2.012,0.061,0.122,0.488,0.0,0.7471910112359551,1.01,1.52,-33.6,0.23,0.95,-75.8,0.03,2.85,-98.9,1.25,0.57,119.3,0.61,0.76,-19.7,0.96,1.14,-15.8,0.13,3.8,-96.6,0.25,5.7,-95.6,2.0,1.33,50.4,0.0,2.28,-100.0,Growing,Low Demand,Low Demand,Growing,Growing,Low Demand,Low Demand,Low Demand,Growing,Low Demand,24.2,1.2,14.6,8.6,7.6,6.6,21.2,0.2,14.2,2.2,49.2,16.2,3.8,2.8,6.6,4.6,5.4,-2.6,2.0,2.0
Sewri,F/N,19.0001,72.8593,Central Mumbai,2,0,4,0,2,0,0,8,0,18,0,0,0,13,3.7,126.94,11.2,16,4.5,203.99,43.0,8,4.4,77.34,39.6,17,4.5,221.11,35.7,5,4.4,39.42,11.9,28,4.7,443.14,25.5,8,3.7,65.04,44.0,9,3.9,80.82,41.3,6,4.2,49.04,33.9,2,3.8,8.35,27.0,32000,160.0,premium,1.6,1.2,1.2,2.0,2.0,1.8,0.0,0.0,42.66666666666667,3,Mixed-Use Locality,5.0,6.154,3.077,6.538,1.923,10.769,3.077,3.462,2.308,0.769,0.5256821829855538,0.35,1.28,-72.7,0.79,0.8,-1.3,0.52,2.4,-78.3,0.75,0.48,56.3,0.13,0.64,-79.7,0.74,0.96,-22.9,1.85,3.2,-42.2,1.52,4.8,-68.3,0.89,1.12,-20.5,0.92,1.92,-52.1,Low Demand,Growing,Growing,Growing,Saturated,Saturated,Growing,Growing,Growing,Growing,22.4,9.4,12.2,-3.8,5.2,-2.8,17.6,0.6,7.9,2.9,39.8,11.8,4.1,-3.9,6.0,-3.0,4.0,-2.0,1.5,-0.5
Cotton Green,F/N,18.9845,72.8562,Central Mumbai,0,0,0,2,0,2,0,0,0,34,0,0,0,20,4.1,249.65,22.0,6,4.2,49.04,10.3,10,3.5,83.93,42.9,25,4.0,325.81,52.6,14,4.1,155.44,46.9,47,3.5,636.81,36.6,3,4.6,19.13,12.9,10,3.9,93.52,47.8,1,4.4,3.05,2.1,3,3.8,15.8,51.1,30000,150.0,moderate,2.2,2.0,3.5,3.9,1.1,4.6,2.127659574468085,5.555555555555555,40.0,3,Mixed-Use Locality,6.25,1.875,3.125,7.812,4.375,14.688,0.938,3.125,0.312,0.938,0.5353130016051364,0.71,1.2,-40.8,0.19,0.75,-74.7,0.57,2.25,-74.7,1.13,0.45,151.1,0.5,0.6,-16.7,1.08,0.9,20.0,0.55,3.0,-81.7,1.79,4.5,-60.2,0.06,1.05,-94.3,1.78,1.8,-1.1,Saturated,Low Demand,Growing,Growing,Growing,Growing,Low Demand,Growing,Low Demand,Growing,24.8,4.8,10.6,4.6,4.0,-6.0,15.1,-9.9,5.5,-8.5,33.0,-14.0,6.0,3.0,5.9,-4.1,4.4,3.4,1.9,-1.1
Wadala,F/S,19.0178,72.8608,Central Mumbai,8,0,6,28,22,4,6,22,0,34,0,0,0,23,3.5,255.83,22.5,17,4.1,201.46,42.5,6,4.5,52.54,26.9,16,3.8,172.26,27.8,3,4.7,19.55,5.9,19,4.6,261.83,15.1,2,4.2,9.23,6.2,6,4.3,50.2,25.7,5,4.2,37.63,26.0,2,3.5,7.69,24.9,35000,175.0,premium,20.3,20.2,20.6,14.2,6.3,30.6,4.25531914893617,77.77777777777779,46.66666666666666,4,Commercial Market,1.08,0.798,0.282,0.751,0.141,0.892,0.094,0.282,0.235,0.094,0.8258426966292135,1.11,1.4,-20.7,1.23,0.88,39.8,0.56,2.62,-78.6,0.92,0.52,76.9,0.1,0.7,-85.7,0.69,1.05,-34.3,0.41,3.5,-88.3,1.49,5.25,-71.6,1.07,1.23,-13.0,1.34,2.1,-36.2,Growing,Growing,Growing,Low Demand,Low Demand,Low Demand,Low Demand,Growing,Growing,Growing,23.6,0.6,10.9,-6.1,5.9,-0.1,13.6,-2.4,9.4,6.4,39.8,20.8,6.0,4.0,4.5,-1.5,3.2,-1.8,1.1,-0.9
Sion,H,19.0404,72.8619,Central Mumbai,4,0,20,18,20,8,8,44,0,44,4,8,0,22,3.7,255.23,22.5,16,4.6,208.52,44.0,3,3.8,15.8,8.1,7,4.6,66.96,10.8,5,3.5,31.36,9.5,19,3.9,221.98,12.8,3,4.7,19.55,13.2,4,3.7,23.82,12.2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,34000,170.0,premium,18.9,18.3,22.9,18.8,13.2,29.9,8.51063829787234,50.0,45.33333333333333,4,Commercial Market,1.106,0.804,0.151,0.352,0.251,0.955,0.151,0.201,0.0,0.0,0.8033707865168539,1.08,1.36,-20.6,1.24,0.85,45.9,0.16,2.55,-93.7,0.35,0.51,-31.4,0.15,0.68,-77.9,0.57,1.02,-44.1,0.85,3.4,-75.0,0.69,5.1,-86.5,0.0,1.19,-100.0,0.0,2.04,-100.0,Growing,Growing,Low Demand,Low Demand,Low Demand,Low Demand,Low Demand,Low Demand,Low Demand,Low Demand,33.5,11.5,14.9,-1.1,7.6,4.6,14.0,7.0,13.4,8.4,58.0,39.0,6.2,3.2,5.8,1.8,4.2,4.2,2.0,2.0
Dharavi,H,19.037,72.853,Central Mumbai,4,0,0,28,42,6,10,42,4,62,2,4,0,23,3.9,285.07,25.1,17,4.6,226.03,47.7,9,3.5,72.53,37.1,21,3.9,253.16,40.9,8,4.4,77.34,23.4,24,3.6,278.11,16.0,7,3.8,55.31,37.4,3,4.3,17.88,9.1,2,3.9,8.57,5.9,3,4.1,17.05,55.2,20000,100.0,moderate,28.3,19.0,29.3,23.3,4.1,41.2,6.382978723404255,77.77777777777779,26.666666666666668,4,Commercial Market,0.785,0.58,0.307,0.717,0.273,0.819,0.239,0.102,0.068,0.102,0.9542536115569824,1.44,0.8,80.0,1.59,0.5,218.0,0.89,1.5,-40.7,1.56,0.3,420.0,0.45,0.4,12.5,0.84,0.6,40.0,2.86,2.0,43.0,0.61,3.0,-79.7,0.28,0.7,-60.0,3.42,1.2,185.0,Blue Ocean,Growing,Growing,Blue Ocean,Low Demand,Low Demand,Growing,Low Demand,Low Demand,Growing,26.9,3.9,9.8,-7.2,4.8,-4.2,13.1,-7.9,9.0,1.0,46.4,22.4,4.2,-2.8,5.4,2.4,2.9,0.9,1.1,-1.9
Chunabhatti,H,19.0448,72.871,Central Mumbai,10,2,8,16,2,14,0,20,2,46,0,0,0,35,4.6,576.95,50.8,7,3.7,53.86,11.4,10,4.8,115.1,58.9,22,4.7,324.21,52.4,9,3.8,78.75,23.8,53,3.5,739.96,42.6,7,4.8,69.87,47.3,3,4.0,16.64,8.5,6,4.4,51.37,35.5,1,4.0,2.77,9.0,28000,140.0,moderate,12.6,19.1,12.1,8.6,13.3,13.6,14.893617021276595,44.44444444444444,37.333333333333336,1,Mixed-Use Locality,2.574,0.515,0.735,1.618,0.662,3.897,0.515,0.221,0.441,0.074,0.702247191011236,2.14,1.12,91.1,0.28,0.7,-60.0,1.03,2.1,-51.0,1.47,0.42,250.0,0.33,0.56,-41.1,1.65,0.84,96.4,2.66,2.8,-5.0,0.42,4.2,-90.0,1.25,0.98,27.6,0.41,1.68,-75.6,Growing,Low Demand,Growing,Growing,Low Demand,Growing,Growing,Low Demand,Growing,Low Demand,25.6,-9.4,9.8,2.8,6.4,-3.6,15.9,-6.1,11.9,2.9,49.1,-3.9,6.5,-0.5,3.2,0.2,4.0,-2.0,2.4,1.4
Antop Hill,H,19.027,72.8663,Central Mumbai,4,0,4,26,12,10,6,18,0,14,2,0,0,31,4.1,440.5,38.8,7,4.1,59.68,12.6,2,4.8,10.55,5.4,5,3.9,34.94,5.6,13,4.0,137.23,41.4,43,4.4,715.97,41.2,1,3.5,2.43,1.6,0,0.0,0.0,0.0,7,4.2,61.14,42.3,3,4.0,16.64,53.9,26000,130.0,moderate,17.2,20.4,20.6,13.1,7.8,27.4,10.638297872340424,72.22222222222221,34.66666666666667,4,Commercial Market,1.703,0.385,0.11,0.275,0.714,2.363,0.055,0.0,0.385,0.165,0.776083467094703,1.81,1.04,74.0,0.34,0.65,-47.7,0.1,1.95,-94.9,0.17,0.39,-56.4,0.64,0.52,23.1,1.76,0.78,125.6,0.1,2.6,-96.2,0.0,3.9,-100.0,1.64,0.91,80.2,2.72,1.56,74.4,Growing,Low Demand,Low Demand,Low Demand,Growing,Growing,Low Demand,Low Demand,Growing,Growing,17.8,-13.2,10.9,3.9,6.5,4.5,15.4,10.4,10.0,-3.0,33.2,-9.8,4.9,3.9,3.0,3.0,4.4,-2.6,1.8,-1.2
Chembur,M/E,19.0623,72.9004,Central Mumbai,4,0,18,6,24,8,2,72,2,70,6,14,2,5,4.4,39.42,3.5,9,3.6,74.6,15.7,7,4.4,64.05,32.8,21,3.7,240.17,38.8,9,3.6,74.6,22.5,21,3.6,233.68,13.4,1,3.8,2.63,1.8,4,4.4,28.33,14.5,2,3.5,7.69,5.3,2,4.1,9.01,29.2,32000,160.0,premium,14.3,11.2,12.1,12.3,12.4,14.4,8.51063829787234,16.666666666666664,42.66666666666667,1,Mixed-Use Locality,0.327,0.588,0.458,1.373,0.588,1.373,0.065,0.261,0.131,0.131,0.7295345104333868,0.15,1.28,-88.3,0.4,0.8,-50.0,0.6,2.4,-75.0,1.13,0.48,135.4,0.33,0.64,-48.4,0.54,0.96,-43.7,0.11,3.2,-96.6,0.74,4.8,-84.6,0.19,1.12,-83.0,1.38,1.92,-28.1,Low Demand,Low Demand,Growing,Growing,Low Demand,Low Demand,Low Demand,Low Demand,Low Demand,Growing,31.6,26.6,10.8,1.8,8.5,1.5,19.2,-1.8,10.2,1.2,52.2,31.2,5.8,4.8,6.2,2.2,5.4,3.4,1.5,-0.5
Govandi,M/E,19.0602,72.9157,Central Mumbai,2,0,8,4,24,6,2,34,0,54,2,4,0,38,4.8,668.23,58.9,10,3.8,91.12,19.2,7,3.9,56.77,29.0,5,4.6,41.21,6.7,13,3.7,126.94,38.3,49,4.6,881.77,50.7,7,3.8,55.31,37.4,4,4.6,29.61,15.1,8,3.8,66.8,46.2,2,4.3,9.45,30.6,22000,110.0,moderate,12.2,6.8,9.8,10.1,6.8,11.6,6.382978723404255,11.11111111111111,29.33333333333333,3,Mixed-Use Locality,2.879,0.758,0.53,0.379,0.985,3.712,0.53,0.303,0.606,0.152,0.6958266452648475,2.46,0.88,179.5,0.47,0.55,-14.5,0.5,1.65,-69.7,0.19,0.33,-42.4,0.53,0.44,20.5,1.94,0.66,193.9,2.08,2.2,-5.5,0.74,3.3,-77.6,1.61,0.77,109.1,1.38,1.32,4.5,Growing,Low Demand,Growing,Low Demand,Growing,Growing,Growing,Growing,Growing,Growing,23.0,-15.0,9.0,-1.0,8.1,1.1,19.0,14.0,10.2,-2.8,39.5,-9.5,4.9,-2.1,4.1,0.1,6.1,-1.9,1.4,-0.6
Mankhurd,M/E,19.0518,72.9277,Central Mumbai,4,14,4,4,10,2,2,10,0,40,0,4,0,14,4.4,166.82,14.7,8,3.7,65.04,13.7,4,4.5,28.97,14.8,21,4.7,305.09,49.3,14,4.2,159.23,48.1,45,4.0,689.16,39.7,8,4.1,72.07,48.8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,3.6,2.5,8.1,18000,90.0,moderate,10.7,7.9,7.6,9.0,6.7,10.2,2.127659574468085,11.11111111111111,24.0,3,Mixed-Use Locality,1.197,0.684,0.342,1.795,1.197,3.846,0.684,0.0,0.0,0.085,0.6717495987158908,0.59,0.72,-18.1,0.32,0.45,-28.9,0.25,1.35,-81.5,1.32,0.27,388.9,0.65,0.36,80.6,1.47,0.54,172.2,2.62,1.8,45.6,0.0,2.7,-100.0,0.0,0.63,-100.0,0.35,1.08,-67.6,Low Demand,Low Demand,Low Demand,Growing,Growing,Growing,Growing,Low Demand,Low Demand,Low Demand,19.5,5.5,7.2,-0.8,7.1,3.1,17.1,-3.9,11.9,-2.1,42.8,-2.2,4.6,-3.4,4.2,4.2,4.0,4.0,1.6,0.6
Trombay,M/E,19.0416,72.9346,Central Mumbai,6,32,2,10,12,2,2,2,2,32,0,4,0,33,3.5,407.29,35.9,9,4.0,82.89,17.5,6,4.6,53.71,27.5,17,4.6,226.03,36.5,14,4.1,155.44,46.9,11,4.0,109.34,6.3,6,3.5,40.86,27.7,6,3.6,42.03,21.5,0,0.0,0.0,0.0,1,4.0,2.77,9.0,18000,90.0,moderate,16.9,15.3,8.7,9.6,10.4,12.7,2.127659574468085,27.77777777777778,24.0,1,Mixed-Use Locality,1.844,0.503,0.335,0.95,0.782,0.615,0.335,0.335,0.0,0.056,0.7712680577849117,1.66,0.72,130.6,0.47,0.45,4.4,0.53,1.35,-60.7,1.13,0.27,318.5,0.72,0.36,100.0,0.27,0.54,-50.0,1.71,1.8,-5.0,1.16,2.7,-57.0,0.0,0.63,-100.0,0.45,1.08,-58.3,Growing,Low Demand,Growing,Growing,Growing,Low Demand,Growing,Growing,Low Demand,Low Demand,16.6,-16.4,7.0,-2.0,7.5,1.5,18.0,1.0,13.9,-0.1,37.6,26.6,5.1,-0.9,5.1,-0.9,3.5,3.5,1.1,0.1
Kurla (West),L,19.0698,72.8798,Central Mumbai,4,0,6,2,8,4,6,32,0,64,0,2,0,6,4.4,51.37,4.5,2,4.1,9.01,1.9,6,4.7,54.87,28.1,22,3.7,255.23,41.2,8,3.8,66.8,20.2,46,3.5,619.87,35.7,7,3.5,50.95,34.5,1,4.0,2.77,1.4,4,4.6,29.61,20.5,3,4.0,16.64,53.9,28000,140.0,moderate,10.2,4.9,15.4,17.0,5.4,19.2,4.25531914893617,5.555555555555555,37.333333333333336,1,Mixed-Use Locality,0.536,0.179,0.536,1.964,0.714,4.107,0.625,0.089,0.357,0.268,0.6637239165329053,0.18,1.12,-83.9,0.04,0.7,-94.3,0.47,2.1,-77.6,1.09,0.42,159.5,0.27,0.56,-51.8,1.3,0.84,54.8,1.83,2.8,-34.6,0.07,4.2,-98.3,0.68,0.98,-30.6,2.33,1.68,38.7,Low Demand,Low Demand,Growing,Growing,Low Demand,Growing,Growing,Low Demand,Growing,Growing,23.5,17.5,14.8,12.8,7.8,1.8,22.0,0.0,13.1,5.1,37.0,-9.0,5.2,-1.8,4.5,3.5,5.6,1.6,2.1,-0.9
